size,bedrooms,bathrooms,age,garage,neighborhood,school_rating,price
3506,4,2,1,2,South,4,1333045
2689,2,2,0,3,East,5,992413
1035,3,1,31,2,West,4,447017
1461,1,2,91,2,East,2,381231
4021,3,1,10,2,Central,2,1387813
4848,5,3,49,1,West,3,1697601
2347,5,3,8,1,North,1,1043307
3709,5,1,38,3,West,6,1353353
2239,5,1,35,3,West,9,913567
4861,1,3,94,2,Central,6,1431719
2098,5,1,70,2,West,4,796212
1224,4,3,43,2,East,3,599286
3302,1,3,26,1,North,4,1097461
2416,5,3,77,3,West,7,938926
2195,2,1,34,0,Central,7,717464
4297,2,2,67,2,North,8,1326966
1236,4,3,14,3,Central,8,664956
2770,4,2,9,1,West,4,1091752
1853,3,3,32,0,Central,10,728213
2144,4,2,96,0,Central,6,713283
2701,5,3,85,0,North,8,977712
1216,5,2,18,1,East,5,649232
4768,3,1,2,2,West,5,1623541
4341,4,3,35,1,West,5,1537409
1123,5,3,50,3,East,4,607636
1046,4,3,49,1,West,1,516062
1440,5,1,91,1,West,10,546370
1036,4,2,25,0,South,2,516070
4636,2,1,16,3,South,10,1523927
1415,3,3,42,2,Central,5,596360
3403,2,3,11,1,North,4,1208316
3377,2,2,22,2,Central,9,1143158
4793,2,1,6,1,Central,5,1566425
4326,3,2,16,3,West,7,1499181
1042,1,2,38,2,South,3,365729
3038,1,1,64,0,East,8,866481
3457,3,1,20,3,East,5,1199638
1774,1,2,33,3,South,6,609981
3309,5,3,92,3,South,7,1176927
4649,5,3,51,1,North,2,1641873
4860,4,1,10,3,North,6,1702371
1750,3,1,70,1,East,8,566227
2779,4,1,7,3,Central,6,1080050
2714,1,2,31,1,West,1,865540
2580,2,1,38,1,North,8,842510
3217,5,2,20,0,West,2,1244992
4018,5,3,16,0,North,10,1511437
2040,2,1,95,1,East,4,555169
3123,3,3,35,3,South,8,1146208
3749,3,2,14,0,East,8,1298652
4198,5,1,34,1,Central,4,1475006
4199,4,3,7,2,East,1,1559638
3706,1,3,52,3,West,2,1179237
3832,3,3,88,1,North,10,1233165
3023,3,3,52,1,Central,3,1057420
4351,2,2,65,1,Central,9,1352249
2528,3,3,38,3,North,6,953038
3162,1,1,71,2,East,3,916412
2264,5,3,85,2,South,8,869283
4243,2,2,36,0,South,5,1354402
2086,3,3,36,1,West,2,808994
4023,3,1,54,0,East,7,1272831
1150,1,3,22,3,West,6,472110
4307,2,1,28,3,South,8,1399532
2946,4,2,10,2,North,4,1137999
2960,2,1,53,3,West,2,938595
2881,3,2,39,1,Central,5,1010597
2229,2,2,20,3,Central,6,814329
3982,3,3,75,2,South,7,1310260
4301,2,3,94,1,North,5,1298163
1360,1,2,89,2,North,3,355499
1364,4,2,76,0,North,2,515912
2503,4,1,96,1,South,2,790070
3983,5,1,22,0,South,4,1430331
3941,5,2,37,3,South,7,1450723
2976,3,2,23,1,West,9,1076795
3098,5,1,16,0,North,5,1175958
2300,1,3,97,3,South,4,662030
4183,4,2,98,2,East,5,1335978
4584,4,1,23,0,Central,3,1555307
4779,5,2,65,3,West,10,1651399
4438,2,1,11,0,Central,2,1434583
4816,1,1,50,1,West,1,1438162
2842,2,3,97,0,South,3,854135
2450,2,1,68,0,Central,4,734724
3930,2,2,79,2,East,5,1210820
2116,1,3,82,2,South,4,625518
3016,2,3,90,2,North,7,925497
4148,3,3,58,3,East,9,1396645
3671,3,1,4,0,North,6,1279596
2544,1,2,22,1,Central,4,837466
3880,3,2,82,3,East,9,1240593
4014,2,1,44,0,South,7,1251151
1353,3,1,72,2,South,7,467805
1876,1,1,33,1,East,9,579428
1067,2,1,73,3,East,2,330067
2399,3,2,10,0,West,4,909851
3661,1,2,98,3,North,10,1051137
4097,5,2,53,3,East,2,1456930
1985,3,2,69,2,North,8,692563
4265,3,1,82,1,South,1,1302897
1237,2,1,76,1,East,4,364224
1547,4,3,18,0,West,1,715339
1036,1,1,34,0,Central,10,328742
1823,5,1,78,0,North,10,673067
2368,2,1,97,3,Central,5,673486
1433,3,1,55,3,Central,6,528625
3878,3,1,89,1,South,10,1169083
4337,4,3,73,2,East,4,1464973
2665,4,2,23,2,East,8,1039045
3814,1,2,22,0,West,1,1208697
3035,4,3,16,3,East,4,1196731
1186,2,1,0,0,West,8,483943
4268,4,1,58,0,West,3,1386242
4721,4,2,65,0,West,8,1538088
1281,2,2,28,2,West,10,505271
4457,2,3,57,0,Central,4,1416384
2605,5,2,56,1,East,6,993198
2137,5,1,14,0,South,5,892852
4861,2,3,58,3,West,7,1571412
1085,3,1,8,2,East,3,512908
2099,1,3,39,0,Central,6,685596
2624,1,1,61,1,East,1,765070
1115,5,2,28,1,South,8,603139
2337,3,2,70,2,Central,2,785237
4904,5,3,26,2,Central,6,1786459
1899,3,1,92,2,East,8,592683
4125,1,3,60,0,West,2,1255773
4913,3,3,72,3,South,8,1598359
2721,3,2,9,2,Central,1,1031413
4404,4,3,36,2,Central,5,1552653
1822,3,1,84,1,West,4,569232
3683,4,3,70,2,Central,7,1279625
4975,4,2,90,2,West,3,1593040
1506,4,2,63,1,West,4,596159
4362,1,1,82,3,South,10,1263063
2739,4,3,42,2,North,3,1050581
1468,4,1,99,0,East,3,468899
4101,3,2,55,1,North,4,1338000
3528,1,2,88,3,North,3,1025385
1824,3,2,14,3,South,1,756346
1648,3,3,26,1,East,2,699565
3123,3,3,26,0,Central,9,1115313
3805,3,2,27,0,North,8,1305577
2334,2,1,41,3,North,5,772134
1963,5,3,74,0,South,7,787216
4056,2,2,53,2,North,2,1295450
3385,4,2,53,0,Central,2,1170985
3786,2,3,86,1,East,8,1159732
4236,5,1,13,1,South,3,1532250
4848,3,1,28,2,Central,3,1596431
1621,2,1,87,0,South,7,450976
3533,3,3,47,3,Central,7,1244853
1406,3,2,23,0,South,2,581946
1813,4,2,98,3,South,7,637573
4729,2,2,97,2,Central,9,1406381
3074,1,3,45,2,West,4,986089
3561,3,2,77,3,Central,2,1144699
2497,3,3,8,1,Central,2,973825
2484,1,2,27,0,East,9,796659
2494,1,2,73,2,South,2,741661
2577,2,1,86,1,North,5,745896
4261,5,3,52,3,Central,6,1547005
1113,3,1,57,2,East,1,411452
4091,4,1,98,1,East,5,1280002
1653,5,2,73,0,South,6,652563
2482,5,1,44,2,Central,8,948071
4485,1,1,86,0,North,7,1248824
3880,1,3,88,0,East,7,1118535
4974,3,2,47,0,Central,8,1601142
3094,1,2,2,0,South,7,1041986
2775,4,2,60,3,East,7,1012079
4752,1,2,26,0,Central,9,1483775
1741,1,2,58,2,North,9,538393
3715,4,2,49,2,South,7,1287356
1261,4,2,31,3,South,1,608536
1622,5,1,88,0,South,8,584332
2950,4,1,16,0,West,7,1078912
1271,1,3,11,1,West,5,506680
1335,4,2,6,1,West,3,658838
2752,3,1,13,1,Central,7,995682
4485,1,2,51,1,Central,3,1365915
3022,1,1,51,3,West,9,906415
2509,4,2,76,1,South,10,864323
4296,4,3,84,2,South,4,1431715
3144,5,2,74,1,South,3,1113789
2585,3,1,74,0,East,10,808960
2717,3,1,1,1,Central,2,1007405
1301,3,1,48,3,North,4,505612
4484,5,3,41,3,East,9,1626097
1320,4,3,52,0,Central,1,584983
3365,2,2,37,3,North,3,1124228
2824,2,2,58,2,South,2,901655
3824,2,2,91,0,East,1,1123013
1627,2,3,95,3,East,10,523868
4481,1,1,66,3,West,2,1313304
4750,5,1,12,3,West,7,1704431
4733,2,2,68,0,South,7,1440388
1576,2,2,93,1,South,9,446832
3745,4,1,60,0,South,7,1224106
3934,2,2,73,3,West,6,1215192
1055,3,2,62,0,Central,7,397151
4452,4,2,55,0,North,3,1491697
4668,2,1,70,0,North,8,1388156
4026,2,3,86,0,South,2,1224354
4809,5,3,30,1,South,3,1736332
2462,4,3,61,0,Central,9,916121
3936,3,3,56,1,North,6,1322085
2511,5,1,9,3,South,7,1053070
1200,5,3,15,0,East,8,669728
1244,4,1,16,3,South,9,609258
1910,4,3,76,0,East,3,710809
2072,3,3,96,2,East,2,697420
1728,1,1,66,0,West,9,475072
3090,2,2,24,1,East,5,1054081
1781,3,1,97,1,South,7,539655
1102,5,2,98,1,West,7,462009
4985,5,1,79,1,East,3,1618414
3941,4,3,15,3,North,9,1469535
4084,1,3,83,2,West,7,1223114
2231,1,2,35,3,East,10,738099
2636,2,2,36,2,West,5,891456
1498,5,2,60,2,East,9,649916
1002,5,3,99,1,Central,8,452456
2758,4,1,70,1,West,6,928992
3142,2,1,65,0,East,8,938236
1911,4,2,50,0,South,10,725202
4470,5,2,69,3,North,6,1538396
4876,2,3,16,2,North,6,1639960
4387,3,1,28,3,North,1,1467666
2866,2,3,9,0,South,1,1031182
4384,5,1,73,0,North,4,1448840
1437,5,2,86,0,North,5,572925
1171,5,2,6,1,West,1,653108
2352,3,3,94,0,South,3,760560
4520,4,2,55,3,West,10,1536132
2808,5,3,95,3,South,8,1015701
2289,5,2,8,0,South,10,978597
2621,1,1,69,0,West,4,726595
3144,1,2,64,1,South,10,935208
2320,1,1,91,1,Central,1,606205
3017,2,2,11,2,East,5,1058941
3108,3,1,45,0,South,4,1029762
4313,4,2,87,0,South,3,1376402
1261,5,1,29,3,West,6,624328
4993,4,1,71,3,North,10,1617665
1685,5,2,51,3,South,2,744406
4011,1,1,60,0,East,9,1168510
4440,5,3,41,2,West,10,1606051
3333,1,2,7,2,Central,10,1108321
3162,5,3,60,1,North,9,1174621
2097,2,1,76,3,Central,9,629325
2981,1,1,21,3,South,4,961051
1728,3,3,76,3,Central,6,633624
3706,5,1,90,3,Central,7,1240338
4527,2,2,67,1,South,6,1391990
1343,5,1,95,2,West,7,514596
4422,5,3,78,0,South,8,1501352
3088,3,1,42,0,Central,9,1012739
1930,5,2,9,1,North,1,890904
4205,5,1,49,2,East,10,1455736
4124,4,1,40,2,West,9,1412017
4381,5,1,85,1,South,2,1430100
1156,2,1,6,2,East,1,488840
4670,3,3,13,3,West,4,1639926
2886,3,3,23,1,South,8,1064671
1719,2,1,52,3,Central,4,564840
2156,5,1,89,1,Central,4,756506
4362,5,2,58,1,South,6,1504052
4355,4,1,5,0,North,3,1531068
2177,3,2,89,1,West,8,694769
1447,5,1,22,1,West,8,679173
2268,3,2,2,2,South,9,912845
2494,2,2,98,1,Central,9,723245
1395,3,1,55,3,North,5,513478
1946,2,1,50,0,West,7,622530
4107,2,1,39,2,West,5,1301567
3108,3,1,67,1,East,7,985369
3338,2,1,53,1,South,4,1041973
3687,4,1,10,0,West,4,1314760
1007,1,1,51,0,Central,2,275288
3750,4,3,53,1,Central,4,1325150
3175,4,3,90,1,East,6,1071838
1227,1,3,75,3,North,9,393823
4026,2,3,23,2,North,1,1367770
1366,3,1,3,1,South,9,595476
2096,5,2,68,3,West,5,836314
3912,2,2,4,1,East,7,1330254
4622,3,3,53,0,North,5,1511477
1827,3,2,92,3,East,1,609640
3391,1,3,23,1,East,7,1122418
1214,4,1,50,3,East,4,520983
1287,2,2,73,3,Central,4,433340
1111,4,3,59,0,West,8,501624
3670,1,2,58,3,North,4,1116260
2293,2,1,99,0,South,4,614456
4367,1,1,76,0,East,8,1240960
3472,4,3,62,3,East,6,1236534
2784,2,1,64,2,North,10,853940
3206,4,1,10,1,Central,5,1172784
1452,2,3,4,2,North,9,639954
3345,5,1,89,1,East,5,1107817
1166,1,1,44,3,East,6,362153
2947,2,1,19,3,South,9,1008777
4549,2,1,2,2,South,3,1504305
2613,5,2,37,1,North,5,1033146
2734,3,3,55,0,North,9,948432
1422,4,1,77,3,South,9,528055
3037,1,1,66,0,Central,9,851476
3404,2,2,39,2,West,2,1117295
1969,3,1,7,1,South,6,769124
1068,5,2,40,0,South,9,548592
4870,1,1,19,0,West,10,1507317
2153,4,3,46,0,South,9,834623
2842,2,2,75,1,East,2,877639
2840,3,1,39,0,South,3,955009
2539,5,1,99,2,East,6,860030
2244,4,3,60,0,East,9,833371
2292,3,2,63,3,North,9,810611
2520,5,2,71,1,West,2,929468
2668,1,1,19,1,East,8,850280
1038,4,3,71,2,West,1,480020
2911,4,3,38,0,West,8,1092171
4528,5,3,58,1,South,6,1590152
2491,5,3,26,2,Central,1,1049108
3609,1,2,38,1,West,8,1127334
3461,4,1,1,2,East,7,1293402
2112,3,3,60,0,West,5,751247
3001,5,2,52,3,East,5,1141094
4718,3,1,89,1,South,1,1430986
4132,2,3,81,3,South,2,1296979
3746,1,2,34,2,East,10,1178292
1319,2,1,37,1,South,6,459990
3896,3,2,22,3,East,5,1355220
4653,4,3,87,1,North,9,1518643
3841,5,2,79,2,East,2,1321675
4773,5,3,93,0,South,10,1595041
1032,5,2,55,1,Central,6,516826
3539,5,3,35,3,Central,6,1355755
2106,5,3,34,3,North,1,926998
2995,2,1,89,1,Central,10,863460
4581,2,2,43,1,West,2,1456329
4916,3,2,78,3,Central,5,1563350
3610,1,2,86,0,South,8,1030458
3111,2,3,33,3,North,7,1084710
1853,4,2,27,0,South,3,768849
2591,5,1,59,2,Central,9,963883
1686,5,3,59,1,South,9,741290
3842,1,3,71,2,North,2,1178702
1239,4,1,27,3,West,1,578283
2168,5,2,40,3,East,7,910843
4381,5,3,77,2,Central,10,1528866
2456,3,1,52,3,North,7,840828
1121,3,2,91,0,North,3,359426
2637,4,1,98,0,South,9,832221
1476,3,3,40,0,North,6,610565
4623,4,2,40,0,West,8,1559728
3344,1,1,8,2,South,2,1096399
4479,3,2,78,0,South,2,1398745
4320,1,3,49,0,South,5,1343301
3987,1,2,42,3,South,10,1257036
4793,2,3,69,3,South,8,1512419
3622,2,3,62,2,West,3,1175845
1792,2,2,45,1,North,9,615164
1516,5,3,15,2,West,3,792266
4349,5,1,25,3,South,5,1574126
2108,3,2,34,1,East,7,777457
1100,5,3,99,0,Central,9,463821
3433,5,1,86,3,West,5,1161719
1892,5,3,33,1,North,3,845590
1608,5,3,89,2,West,7,665945
4522,4,1,74,1,Central,5,1455750
1840,4,1,79,3,East,6,654526
1781,5,1,83,1,South,3,654530
1525,4,3,62,0,West,1,615612
4502,4,2,36,2,West,8,1553777
2874,3,3,40,3,West,6,1058676
2113,3,1,90,0,East,5,628084
2888,4,3,94,1,West,6,975971
4779,2,2,8,3,East,3,1604633
3225,5,2,34,0,Central,10,1211816
1385,1,1,19,1,North,4,470603
4902,2,3,28,3,North,2,1638610
1136,2,3,22,1,Central,9,501684
4361,3,1,27,1,North,2,1439528
2111,4,3,91,1,South,6,742222
2139,1,1,5,1,Central,5,721102
4929,3,1,58,2,South,8,1572546
4285,3,3,47,2,Central,6,1459530
2751,3,3,60,2,South,9,967263
3327,4,2,53,1,Central,8,1161371
3179,1,1,29,2,West,1,989133
4211,1,1,5,2,North,2,1359446
2081,5,3,49,0,Central,4,862408
2573,2,1,65,2,West,3,795599
1430,5,3,10,1,East,10,767234
1185,3,1,56,2,East,8,451318
4618,4,3,3,0,West,4,1668978
1835,1,1,83,0,North,6,472416
2051,4,2,93,2,North,8,715074
3956,4,3,32,1,Central,10,1430121
2215,3,3,65,2,West,1,801115
2298,2,3,59,1,Central,6,780028
2545,3,2,99,0,South,9,766448
3230,5,2,49,0,West,1,1182270
1192,5,2,79,1,South,5,526285
4796,3,1,1,0,South,10,1607427
2326,5,2,12,0,East,5,990084
1656,4,3,76,3,East,8,656499
4595,4,1,41,1,West,5,1542315
4015,2,3,61,3,East,5,1299891
2382,2,3,55,1,East,5,804767
1150,4,3,59,3,Central,5,537050
3652,1,3,42,3,Central,2,1182727
3865,3,2,93,1,North,6,1201735
2553,5,3,33,3,South,6,1073558
1224,2,2,91,1,North,5,355942
3457,4,2,60,1,Central,1,1181500
4595,1,1,7,2,North,4,1466964
2836,1,3,18,2,Central,3,971651
1970,2,2,19,3,North,3,734845
3834,3,3,31,1,East,1,1342900
2435,1,2,33,1,East,2,792976
1084,2,2,14,0,Central,7,451166
2983,3,1,70,0,West,10,941023
2678,3,2,45,0,Central,8,926894
4537,3,3,8,2,Central,4,1609575
4145,2,1,22,3,East,1,1353182
3024,5,3,38,2,South,1,1187864
2448,4,3,13,2,West,9,1011297
2773,2,1,3,0,North,2,962402
1297,4,1,90,2,North,2,456391
1680,4,1,49,2,Central,9,648695
3538,2,1,63,2,Central,2,1093067
2189,2,3,84,3,Central,3,706357
2525,2,1,67,2,East,7,774630
4958,4,3,48,3,East,6,1705145
2031,3,3,40,2,South,4,788395
3746,3,3,87,1,North,8,1200351
3098,1,1,3,0,South,4,1006239
4070,2,2,80,2,North,6,1238689
2133,4,3,82,1,West,9,778416
3213,3,3,96,3,West,1,1032656
3748,4,1,91,3,North,2,1204469
2728,1,3,36,2,South,9,901163
2173,4,2,34,1,East,10,844756
1359,2,3,44,1,North,8,523450
2908,5,3,87,1,West,7,1040392
3571,4,1,73,2,South,4,1182368
3349,5,1,56,2,Central,1,1183914
2811,1,2,87,1,East,5,799149
4035,1,3,89,3,North,1,1199663
3984,4,1,46,2,North,8,1351241
1884,5,1,54,1,Central,3,738203
4329,2,3,21,1,North,1,1450768
1119,3,2,11,0,West,4,517619
2009,2,2,61,0,East,10,646441
2417,4,2,53,2,Central,10,900507
3450,3,3,83,3,Central,5,1141587
4273,5,3,40,3,Central,1,1566626
2818,5,1,98,0,South,5,931264
2237,5,2,9,3,North,4,998264
1178,2,1,19,3,Central,2,477581
2258,2,1,53,1,South,5,706290
3836,5,2,17,0,East,7,1422180
1125,5,3,71,0,East,3,536340
4977,4,2,69,1,East,4,1631934
4947,5,1,44,2,East,3,1703917
1692,4,2,44,3,West,5,716615
4745,1,1,2,0,Central,4,1491726
1375,4,1,13,3,Central,8,652739
2234,2,1,21,3,North,7,781482
4820,4,1,69,0,South,5,1535771
2608,3,2,44,1,North,6,924221
4791,1,3,48,0,Central,8,1480003
2462,3,1,66,2,North,3,799652
4152,5,1,12,2,Central,8,1526825
2362,4,1,48,3,South,8,873517
4311,3,1,88,1,East,1,1305308
4985,3,2,34,1,South,5,1646600
2403,3,3,99,3,North,10,784257
2344,5,3,94,0,South,6,855686
2419,4,2,31,0,South,1,923822
1924,2,3,50,3,South,10,704790
4503,1,2,63,3,Central,4,1373241
4824,4,2,12,1,East,8,1694134
4977,5,3,80,2,Central,4,1695623
2182,4,3,58,2,North,7,840136
2142,1,3,69,2,West,10,674351
1596,2,2,74,0,East,9,483996
1552,5,1,41,2,South,10,689983
3412,4,3,55,0,North,7,1203766
4204,3,3,31,1,West,3,1453527
4443,4,1,20,3,Central,5,1550361
1906,2,2,39,1,East,6,665307
3208,3,1,85,1,West,8,991976
2760,4,2,93,0,South,6,894723
3555,2,3,1,1,South,2,1258253
4931,1,1,95,1,North,5,1371963
4035,2,3,42,0,East,5,1307102
3238,1,3,64,1,Central,1,993665
3199,2,1,77,3,West,10,967424
2875,2,3,67,0,Central,3,919765
2406,1,3,93,1,West,9,682352
4036,5,3,80,0,West,9,1383940
3344,5,1,36,1,East,7,1215085
3095,5,1,69,2,South,8,1085657
1058,4,3,82,2,West,10,473112
1462,2,1,88,1,West,3,409748
1594,3,1,35,1,East,1,604569
4962,1,2,14,3,South,5,1604892
3195,5,1,62,2,Central,5,1139471
1056,2,2,97,2,South,2,312350
3315,1,2,0,0,Central,7,1110963
2226,3,3,84,3,West,4,761032
2187,2,3,52,1,West,1,743690
2452,3,2,18,1,East,2,916822
4317,1,1,36,0,South,7,1307423
1875,4,1,48,2,North,1,709880
2667,2,1,55,2,West,4,833285
2641,4,2,30,2,West,4,1020767
2118,2,1,79,0,North,5,599464
3003,3,3,29,1,East,8,1086991
1704,4,2,28,0,West,7,713352
2664,2,2,99,0,Central,9,752205
3699,5,2,80,2,North,1,1271936
4400,1,1,16,1,South,1,1368879
2830,5,2,17,3,West,4,1158566
4635,3,2,47,2,West,1,1526078
1330,2,1,91,2,Central,10,374860
4756,3,2,54,0,North,7,1535858
3448,3,1,26,0,Central,5,1158579
1087,4,2,61,1,North,6,475203
4642,1,2,69,1,South,7,1384521
3826,1,3,90,1,North,3,1117535
2310,5,1,54,0,South,10,869403
4529,4,1,20,3,West,2,1580498
3602,1,2,65,2,South,6,1075979
2601,2,1,30,3,East,7,882514
3653,5,1,7,2,West,10,1391130
4854,3,2,44,0,Central,8,1584087
3319,1,2,70,3,East,5,992017
3169,4,3,30,0,Central,6,1174210
1652,4,2,11,0,West,9,727049
2580,4,3,73,1,North,8,935101
3391,5,3,39,2,Central,3,1304199
2937,1,1,76,0,East,5,810613
3972,1,1,87,1,West,7,1106852
4012,3,1,32,1,South,9,1326373
4791,2,2,79,0,South,1,1432538
2530,1,1,38,3,Central,9,791963
1190,2,3,82,2,South,7,410878
2858,1,3,96,2,Central,4,825068
1555,4,2,23,2,North,1,705207
2946,5,3,74,2,Central,10,1094824
3995,4,2,8,0,South,10,1435750
2869,4,3,4,3,North,9,1163799
2939,4,1,5,1,North,1,1103609
1595,2,1,9,0,East,2,581113
2916,3,3,20,1,Central,5,1091950
1713,5,1,40,2,West,1,740548
2073,3,2,34,3,Central,1,787435
4116,2,1,68,0,South,5,1237146
3933,1,1,31,3,East,2,1230345
3403,2,3,48,0,North,3,1123864
3671,4,3,88,1,North,6,1232959
4492,4,2,76,3,East,4,1483378
4582,3,2,19,2,West,3,1573246
4301,5,1,49,3,North,8,1504080
3757,1,1,71,3,West,1,1089780
1620,1,1,56,1,South,1,471259
3706,4,2,12,2,Central,4,1376188
2871,3,1,45,2,South,2,971957
2551,4,3,73,3,West,2,933988
4790,1,3,3,3,East,8,1596224
3937,5,2,92,2,East,6,1332331
4571,2,2,85,1,East,6,1374580
1499,4,1,81,0,North,5,514361
2634,3,2,68,3,West,4,897356
2916,5,3,17,0,West,8,1178534
2356,2,2,34,1,South,10,818797
4132,5,2,28,0,East,9,1485440
2067,5,1,30,3,North,10,876697
2955,2,2,15,2,West,9,1043934
4089,5,2,51,2,West,7,1455277
4860,5,2,39,0,East,7,1689065
4646,3,2,85,0,South,5,1427445
2575,5,1,91,1,South,10,889795
2725,4,3,18,0,South,4,1073540
1374,4,3,36,0,Central,4,621413
1913,3,1,94,0,South,3,572121
3466,5,1,16,1,West,3,1293204
2675,5,3,84,3,North,4,1013859
3328,1,2,54,0,West,3,1005583
3229,5,1,47,2,South,7,1178790
4470,2,3,69,3,Central,8,1431840
3141,3,2,83,2,South,9,1007125
4423,3,3,12,3,North,10,1578315
2177,2,3,47,1,Central,2,768537
3322,5,3,67,3,South,5,1238289
3228,5,2,89,1,North,6,1109114
1556,2,3,19,2,West,1,632344
4738,2,3,50,1,West,5,1521575
2455,4,3,99,2,South,7,856580
2759,4,3,28,1,South,8,1066413
3240,2,2,31,0,West,3,1065515
3341,5,1,14,1,West,9,1272234
2463,3,3,92,3,East,5,816930
3199,2,1,76,0,Central,4,931480
2503,2,3,3,2,Central,1,946077
2327,2,3,60,2,North,5,781494
1037,2,1,18,3,Central,4,436520
3396,2,3,64,3,North,10,1117615
4345,1,1,17,1,West,10,1361982
4016,5,1,34,0,West,4,1424062
4298,5,3,0,1,East,10,1640228
1215,4,1,63,0,West,1,467171
3410,1,3,68,3,North,9,1064631
4587,5,2,73,2,West,10,1553658
1012,2,1,25,3,South,10,409712
2215,2,2,44,3,Central,1,762998
1261,5,2,31,1,East,8,627983
4217,1,1,34,0,West,6,1283642
4703,5,3,46,2,North,5,1678831
2933,2,2,11,3,West,10,1052344
1413,5,2,63,1,North,8,613826
1948,3,1,43,1,South,2,693699
2876,2,3,29,1,West,4,999985
2608,5,1,92,2,West,2,890818
2864,5,3,39,2,West,4,1134483
2788,2,2,47,0,Central,5,898182
3767,5,2,12,1,South,4,1431041
2232,3,1,14,2,West,5,849323
3491,4,1,15,2,East,7,1271914
1181,5,3,90,1,South,1,514854
4936,1,3,62,3,Central,2,1526891
1388,1,1,34,3,West,2,453605
1115,2,3,97,0,Central,9,334102
4853,2,2,89,3,Central,5,1461713
2040,4,1,18,3,South,7,834027
4554,2,3,47,0,North,9,1460113
2084,4,3,87,2,West,3,769809
1591,2,2,33,3,South,10,608634
2029,3,2,19,3,South,10,809236
1632,1,2,28,1,East,9,558284
1626,2,2,32,1,Central,3,586501
4053,3,1,79,3,South,5,1259510
4452,4,1,49,2,East,1,1489393
3597,4,3,4,0,North,7,1356069
4161,4,2,84,3,West,9,1367548
2996,3,3,88,1,South,10,978415
4237,1,3,35,1,North,3,1344291
1020,3,2,15,3,West,6,518429
2444,4,2,8,0,South,4,967743
1328,3,2,41,1,East,5,544331
4487,2,2,74,0,North,1,1357560
1385,4,2,5,2,North,7,689703
1255,5,1,50,3,Central,9,593561
2403,5,2,20,2,North,7,1009619
3501,5,3,14,0,West,2,1352389
3202,1,1,81,3,West,1,915227
3395,3,1,50,2,Central,1,1109685
2094,2,3,80,1,East,9,676610
4589,4,2,6,1,Central,9,1633164
2495,5,3,32,2,West,7,1053124
4584,2,1,77,0,North,9,1348155
1335,2,1,63,1,South,9,415703
1676,3,1,73,0,West,7,539634
1965,5,2,75,0,West,1,752202
3849,5,1,27,1,Central,6,1387487
2997,1,2,37,3,North,9,974783
2168,5,2,81,0,East,9,788831
3316,1,2,78,0,South,9,957489
2807,4,3,21,3,South,9,1111760
3366,5,2,26,3,North,6,1306356
1522,5,2,7,3,West,5,780054
2148,2,2,47,3,West,4,737969
4286,3,1,39,1,North,6,1389025
1689,1,1,80,2,North,3,439959
4237,3,1,1,3,South,4,1485119
2441,1,2,25,3,South,5,822479
3654,4,2,44,3,West,7,1307083
1417,1,2,31,2,North,1,500500
4202,1,1,9,1,East,10,1339328
1106,2,3,12,3,East,7,520853
4302,5,3,31,2,West,7,1584240
3870,2,1,24,1,East,2,1249419
3014,3,1,69,2,West,10,976197
1350,2,3,45,1,East,3,520002
4162,1,1,8,3,South,10,1336576
2231,5,2,41,1,West,6,912979
3726,2,2,19,0,South,8,1235177
1961,1,2,51,2,East,10,618589
3691,2,3,80,0,South,4,1139402
1663,2,1,30,0,South,1,565473
4142,4,3,54,1,Central,4,1442709
2256,3,3,19,0,East,6,870748
2455,4,3,57,2,West,7,922710
4353,2,1,91,2,West,5,1281160
3713,5,1,28,3,West,9,1369104
1730,3,2,76,1,West,2,577400
2570,2,2,43,3,East,5,865668
2967,4,1,53,0,East,10,1021841
2061,4,1,42,0,Central,8,756300
4427,5,2,45,0,West,3,1552853
4751,4,2,72,1,East,2,1555590
2670,2,1,96,1,Central,5,741619
3601,1,3,39,3,Central,9,1168998
3930,1,2,13,3,South,6,1287950
1662,2,2,86,1,West,6,501946
1491,3,1,67,3,East,3,526176
3147,4,2,79,0,Central,5,1046325
1806,3,1,55,1,North,3,626788
4091,5,2,32,1,West,10,1482173
2852,3,3,95,0,East,4,907486
4690,1,3,70,3,Central,7,1439090
4635,5,2,39,0,North,10,1620344
3567,4,3,40,3,Central,4,1318480
3206,4,1,90,1,South,4,1014281
3399,4,2,21,3,South,5,1277650
1295,2,2,43,1,Central,8,474447
4784,1,2,30,1,East,4,1501175
2097,3,1,10,0,Central,9,790281
4043,4,3,89,0,East,3,1321781
3245,2,1,32,1,South,1,1046468
3942,1,3,24,0,West,2,1276662
2440,4,2,98,3,South,8,820987
2669,4,3,48,1,South,10,1006567
4420,5,2,0,0,Central,2,1633875
1744,5,2,59,1,North,10,731839
4591,3,1,95,2,South,7,1385458
3934,5,1,99,2,Central,2,1290345
2135,5,3,44,1,North,6,902211
2209,1,1,67,1,South,6,610893
4799,1,3,94,2,West,5,1404695
4545,1,2,50,3,West,3,1407081
1467,5,2,22,0,Central,8,696785
4279,5,3,17,3,West,3,1619122
3641,5,1,13,3,South,6,1374879
2034,4,2,47,0,South,9,785541
2247,5,1,44,0,South,2,856348
3107,4,1,41,2,East,3,1098172
3028,3,2,96,0,North,9,919729
1542,1,3,21,3,South,2,599885
2631,2,3,80,3,South,7,843075
2280,3,1,58,3,South,5,779584
